genes,GSM399666,GSM399667,GSM399669,GSM399676,GSM399679,GSM399682,GSM399685,GSM399689,GSM399717,GSM399718,GSM399719,GSM399761,GSM399762,GSM399763,GSM399765,GSM399766
GUK1,5.337003721,6.482141457,6.15658224,6.097968788,5.468535796,5.460547357,5.28774874,6.004880119,5.881816653,6.113434104,5.952200802,5.576113492,5.464182536,5.496151172,5.287320866,5.505249866
GULP1,1.377473108,1.545852492,1.384492275,1.325501019,1.375316335,1.397646086,1.381160466,1.422651289,1.426931407,1.294489205,1.285687959,1.253988012,1.40294211,1.23438684,1.3370895,1.412808384
GUSB,5.182822465,5.012589137,5.087558304,5.31843034,5.292773875,5.096965591,5.005410991,5.12759676,5.072905078,4.921887687,5.06095853,4.888587312,5.2007556,5.193917709,5.206721735,5.317452765
GUSBP1,1.827673535,1.804526853,1.778804572,1.665260546,1.656749308,1.755777999,1.791409536,2.125037363,2.083693856,1.859484287,1.798058624,1.809119446,1.766920531,1.732627531,1.989453487,1.909349786
GUSBP11,5.197370173,5.48745655,5.598983461,5.52361081,6.040523707,5.079949424,5.418740403,5.286453018,5.439039168,4.984602897,4.978086789,5.565932316,5.627590899,5.507918236,4.789173529,5.483271744
GUSBP14,6.518942979,6.683965991,6.260522037,6.480721037,5.612887667,5.751113303,6.132626417,5.891843753,6.208507233,6.192162281,6.278967526,5.773345475,6.122238671,6.384189931,6.574299874,6.443270803
GUSBP2,1.576322274,1.446956284,1.266223491,1.442063017,1.547814826,1.495184963,1.38080271,1.608991918,1.67532457,1.545748026,1.529963389,1.824215122,1.882774369,1.646166178,1.783452205,1.750980745
GUSBP4,3.997505917,3.92327143,3.116585194,3.943252154,4.054386558,3.983905494,3.370443265,3.643522104,4.189911676,4.687715222,3.833046658,4.223017631,3.833046658,4.045786086,3.887596036,4.358654121
GUSBP5,1.623245643,1.752952096,1.900166616,1.327275307,1.902209137,1.48843548,1.885795244,1.811233926,1.418087916,1.643637763,1.588898895,1.712987958,1.939168312,1.424154515,1.60520894,1.805890588
GVINP1,4.288414957,4.303165361,3.840432729,3.844022581,3.619022383,3.677940963,4.246488906,3.50997903,4.259366267,4.375966691,4.16962782,4.110357777,4.292247398,4.766321462,5.088654308,4.776640615
GVQW3,2.102598896,2.04338392,2.130302926,2.065694642,2.032217321,2.082966882,2.136458642,1.995174212,1.963924368,1.937253852,1.930007796,1.848779686,2.069467486,1.991835775,1.972638172,1.924503241
GXYLT1,4.098117162,4.183810507,3.993617874,4.385863753,4.479356852,4.329386714,4.350699134,4.270100785,4.356843847,4.440647706,4.415212243,4.296867777,4.519334134,4.425394859,4.444239957,4.474993507
GXYLT2,1.816907738,1.865330364,1.695491238,1.684997012,1.705818871,1.953062396,1.73049597,1.742807977,1.847641003,1.483818871,1.632065577,1.6476534,1.359279114,1.664175843,1.708804502,1.64849711
GYG1,8.200708253,9.062316571,8.396499734,9.366185464,8.373579788,8.378937863,8.376532194,8.255480892,7.876559242,7.875391676,7.831633036,7.98631715,8.017759852,7.794777534,7.731346072,7.575428547
GYG2,2.774390849,2.769200006,2.945027781,3.190221203,3.270760005,2.944998172,2.707260008,2.939563816,3.253995735,2.588775078,2.913952118,3.092434219,2.798814392,2.738754787,2.690464516,2.903241884
GYPA,1.590865334,1.856812701,1.598473521,1.739963834,1.592691319,1.605357353,1.590847439,2.30039427,1.80538138,1.716009689,1.757268934,2.094085378,2.140953303,1.646395799,1.680429684,1.750377335
GYPB,3.289834595,3.634900477,3.475793659,3.344189244,3.438141813,3.155388299,3.403316843,3.789019566,3.497954311,3.351446705,3.459501476,3.78531268,3.680911093,3.380700904,3.300611856,3.314674991
GYPC,6.500542465,7.332473653,6.673999067,6.677021814,6.380039223,6.151599573,5.967000331,6.823560256,7.102032152,7.305684037,7.034502607,7.354695319,7.146678081,7.013867817,6.429702187,6.644484957
GYPE,1.039141881,1.146932984,1.112739845,1.170389957,1.073184871,1.068327104,1.047277238,1.281253347,1.165724327,1.199796091,1.023682081,1.0314413,1.334257042,1.113185262,1.177188281,1.139036365
GYS1,4.584753029,4.520618123,4.470208986,4.666722947,4.584886674,4.603996733,4.379180678,4.251523999,4.421464631,4.529743044,4.227670185,4.09438937,4.534959976,4.318681415,4.706603783,4.657270552
GYS2,1.207521638,1.16224517,1.104960597,1.293561247,1.112754652,0.891466066,0.984322815,1.170527809,1.140626112,1.17154442,1.00581915,1.121142082,0.907749817,1.161884779,1.042005951,1.087536261
GZF1,3.873006517,3.766327137,3.851724375,4.047384272,3.852138961,3.956604123,4.013285221,4.019050169,3.89501184,3.80574008,3.733588283,3.827185589,3.657928763,3.784916237,4.060947115,4.10886965
GZMA,10.27441205,9.674157965,9.170288555,8.50283371,7.161277692,8.946235144,9.298862019,9.624789439,9.389438245,10.1871839,10.03055743,10.19285483,9.607064173,10.2239537,10.96496042,9.934923617
GZMB,9.744107285,9.539408481,8.746678314,7.943722901,6.978591428,8.293234178,8.430395364,9.204232009,8.687561665,9.869113174,10.03844454,9.451269229,9.368753975,10.38088588,11.09019909,10.70979589
GZMH,10.64655681,9.606016208,9.562192609,8.21353081,6.232778187,8.646820274,9.263859346,9.711940234,9.373542882,10.7861456,9.978236333,10.27053698,9.609481993,10.56865947,11.55094482,10.23076702
GZMK,9.474563146,8.29587355,7.61191268,6.958599078,6.703352606,7.835569322,7.315910083,8.466066678,8.820228948,8.807567941,8.092128326,9.415640223,8.089293528,7.56739887,7.586189697,7.791551661
GZMM,5.983862001,5.206480093,4.702629369,4.844269629,3.267871766,4.773882333,4.128342102,3.845678145,5.28862225,6.433951127,6.187607732,5.309600104,4.448897123,4.44723002,4.935776243,4.660905688
H1-0,5.117593405,5.030769892,5.347754265,5.742243521,5.123961169,5.640585472,5.110564726,5.304437148,4.676399837,4.784207912,5.036015323,5.181618072,5.189518627,5.11998754,5.31917803,4.774682989
H1-1,2.667337689,3.030167796,3.071661945,2.755081863,2.835239867,2.824413685,2.794462842,2.734106735,2.65942745,2.980666261,2.739856086,2.937059995,2.665567579,2.754066121,2.839356276,3.272124924
H1-10,6.836149291,5.988192387,6.179636935,6.241638132,5.716995086,6.19362824,6.150875473,5.942949532,6.162884241,6.551584831,6.118951045,5.808219443,5.850141641,6.199887356,6.338492601,6.559690994
H1-10-AS1,3.594330517,3.442234477,3.371612622,3.361238517,3.440761608,3.303177668,3.411101811,3.673789866,3.450293591,3.389801495,3.342514574,3.266714476,3.507190997,3.095563861,3.434053758,3.440939041
H1-2,6.47854839,6.306195337,6.693206072,6.793497134,7.025991383,7.42103262,7.134285891,6.896479236,6.546260413,6.878519379,6.630117396,7.243171159,6.867455979,6.584800495,6.09449186,6.552775734
H1-3,4.378258182,4.427859881,4.765992986,4.642366002,4.5034585,4.742035588,4.211631769,3.78968952,3.971473318,4.305611579,4.418563653,4.310738363,3.923107149,3.854247752,4.286452647,3.935576383
H1-4,2.641869685,2.409133342,2.425016306,2.953952918,2.18793706,2.227019075,2.086297591,2.426807292,2.693043814,2.572421013,2.29604681,2.303476188,1.900122597,2.325861487,2.028676564,2.475164899
H1-5,2.353441103,2.318141961,2.064783267,2.727145944,2.231086918,2.098586659,2.04809967,2.060191402,2.586118979,2.091011407,2.158826394,2.204829672,2.188905142,1.805989273,2.121155796,2.516204418
H1-6,3.456694059,3.601191698,3.596195625,3.695002444,3.644328891,3.610275219,4.085274909,3.256963556,3.492831555,3.577453255,3.527873479,3.567355811,3.711404955,3.580815897,3.49951104,3.490981346
H1-7,3.034167567,2.873952126,3.204038167,2.950459263,3.103252028,2.828889911,2.826594973,3.016137525,2.964224219,2.629878157,2.698860667,2.750118852,2.927500847,2.575475542,2.795211294,2.976695621
H1-8,3.668419306,3.750954553,3.275380481,3.704832483,3.521087294,3.476210657,3.406917584,3.406041721,3.611879351,3.578832773,3.386788577,3.476210657,3.809552156,3.468097215,3.789911873,3.559741572
H1-9P,3.070544758,4.07054743,3.825874824,3.493446604,3.341046369,3.670837474,3.239863237,3.32937644,3.598183641,3.271155499,2.97265138,3.358540424,3.021493145,3.172421982,3.320789909,3.107314145
H2AC10P,1.780792926,1.621794281,1.658324219,1.913195554,2.025302504,1.820888618,1.716999731,1.930521142,1.53161098,1.537774111,1.70748094,1.724823846,2.053140597,1.395024395,1.458337535,1.620601741
H2AC11,3.974728577,5.651541766,6.032200252,6.590004181,6.4651416,5.348658728,5.896374399,6.619298226,4.950585561,5.454901742,5.585510021,5.561695346,5.194218068,6.352090327,5.584656384,4.848644327
H2AC13,4.952226627,6.082590728,6.086166442,5.996886997,6.093033548,5.534936398,5.673156311,5.393781139,5.618124435,5.093886753,5.248604093,5.502282747,5.726209382,5.554717192,4.958717474,4.608833
H2AC14,5.680503334,6.293189899,6.861697329,6.55019157,6.626676154,6.149355236,6.422896437,5.976966725,6.455581986,5.584163034,6.032567173,6.149567891,6.235752419,6.098326615,5.68140504,5.285516463
H2AC15,3.228920042,3.401718142,2.972667692,3.466553279,3.371136531,3.398207495,3.399400355,3.441335675,3.335730281,3.097489237,3.094506524,3.30419493,3.383868513,3.408115168,3.070078506,2.925350963
H2AC16,1.364757885,1.992733913,2.081713323,2.050617443,1.716976887,2.050617443,1.7915038,1.625763416,1.737381118,1.924148689,2.017007449,2.209083182,1.431148707,1.53535935,1.475762109,1.760313664
H2AC18,3.952967684,3.891111109,5.394622492,4.909236657,4.62873049,4.086772332,4.865443165,5.011538344,4.123875566,3.739299807,4.058846992,2.876217547,3.668206948,3.564344071,3.430102273,3.572636956
H2AC4,3.653410568,4.405756474,4.107983849,4.036122789,3.927405526,4.162819551,4.029921727,4.320965696,4.389753874,4.020494941,3.701514033,4.205056763,4.205056763,3.733525962,3.716391747,3.782165088
H2AC6,10.25325396,10.46517872,11.10070264,11.05756759,11.36556049,10.66387109,11.04475748,11.15255304,10.8252395,10.48124826,10.66268922,10.94335706,10.97136496,10.97972748,10.15820378,10.28394129
H2AC8,3.89013878,6.128539612,5.735642417,6.368116062,6.033121758,5.530340197,6.091389286,6.198095548,5.614671365,4.449858064,5.515481878,5.362158932,5.72797483,6.489185673,5.504069977,5.225570081
H2AJ,5.068947589,5.269743569,5.329983143,5.313549897,5.407645019,5.206280455,5.31105477,5.399478472,5.02430457,5.17453733,5.22791494,5.275356968,4.991883035,5.283357033,5.138186536,4.896355085
H2AP,2.21663031,2.231475279,2.44496981,2.754568711,2.564333397,2.222387938,2.365243631,2.882740804,2.58747772,1.893897725,2.463194544,2.527836584,2.260039056,2.323086,2.067677687,2.139652651
H2AW,5.198532682,5.266662982,5.45315715,5.357091132,4.270754632,4.825853015,5.035572211,5.341269226,5.526912039,5.599505994,5.271879926,5.593328628,5.228126201,5.283041405,5.392228532,5.16686905
H2AX,4.21608277,4.569329668,4.487211649,4.31005561,4.347119445,4.156576701,4.002281485,4.175444547,4.032901654,4.07503388,4.03647416,4.036118661,4.098699112,3.721705486,4.089213751,3.9340494
H2AZ1,9.93665414,9.788280908,10.12288097,10.09323299,9.713023338,10.29620819,9.783051827,10.08888255,10.0267919,9.967390863,10.01048989,10.21216096,10.03033699,10.3038388,9.929221696,9.79790411
H2AZ2,6.912483848,6.445019561,6.697382513,6.708547896,6.49723301,6.883947723,6.409645064,6.552576137,6.763436816,6.773443818,6.666584523,6.797482016,6.534990075,6.988811901,7.044174413,6.597111703
H2BC1,1.479583322,1.121476101,1.322475208,1.371804304,1.0910038,1.311737855,1.412430767,1.57782929,1.363855438,1.242049662,1.24594413,1.146703075,1.329308466,1.311737855,1.256024103,1.301000502
H2BC10,4.861777061,5.76910275,6.253588928,6.079820687,5.938764007,5.442643126,5.811008179,5.488211866,5.182458494,4.8466966,4.9777022,5.607451198,5.474303076,5.098739378,5.275071084,4.426752037
H2BC12,9.113508376,10.37974515,10.23956298,10.17707445,10.15477783,9.623170616,10.17789898,10.44642304,9.479057009,9.485235837,9.413383718,9.950199907,9.820273536,9.372667646,9.705500767,9.200993906
H2BC13,2.043718405,2.002824769,2.418651156,2.242248729,1.921230318,1.790188277,1.887437059,2.219663041,2.26037852,1.838412509,1.809219037,1.916036321,1.931730845,2.060866912,1.721649121,1.637395331
H2BC14,1.834087858,1.749355811,2.229208344,1.800172463,1.633678797,2.13731704,1.877329505,1.837373377,1.689578294,2.013794188,1.660554969,1.561186228,1.800172463,1.756818948,1.546506135,1.318091174
H2BC15,2.648974471,3.118521367,3.326595564,3.857279975,2.953600766,3.034324982,3.223152665,3.185609505,2.884613255,2.612861251,2.874230733,3.161179359,2.914840304,2.724099155,3.017303093,2.542806536
H2BC17,2.521306174,3.118521367,4.263861619,2.916280814,3.439126889,2.688222473,3.340824615,2.739519183,2.87877408,2.078383197,2.930963338,2.814285052,2.647448239,2.756100635,3.003478994,2.017999023
H2BC21,7.028150182,8.435415342,8.364734144,8.860743197,8.873852761,7.732714077,8.52154925,8.369948644,7.474654039,7.234709557,7.439978624,7.742004526,7.731671378,7.908219611,7.10791277,7.35007186
H2BC3,2.518743579,2.591304298,3.068656282,2.512674586,2.646471685,3.116762765,2.897166236,2.742823111,2.684470148,2.620586351,2.466186966,2.902001358,3.193782216,2.95493177,2.432935485,2.52535168
H2BC4,5.945792886,6.53812494,7.487664315,6.042603286,6.8480477,6.550575342,7.10216505,6.672270744,6.46137897,5.928677458,6.003019424,6.579996414,6.95474516,6.716132964,5.82559331,6.264499505
H2BC5,7.527645315,8.684833353,8.867820469,8.747400492,8.344427806,7.729801107,8.399059318,8.503886147,7.84769034,7.291801661,7.770378369,8.394916574,7.910082947,8.209586339,7.009487068,7.315422063
H2BC6,6.225981705,7.215931216,7.823678196,7.270245013,7.177446273,6.698514721,6.977372646,7.215487224,6.571789297,6.040911435,6.498840384,6.931314592,6.602240163,6.665757479,6.333784408,6.01244299
H2BC7,5.955618766,7.122250704,7.640978823,7.332061856,7.256308011,6.676948723,7.086973712,7.113780193,6.522163083,6.04335745,6.440642049,6.709819736,6.718780181,6.401603141,6.40513386,5.588185093
H2BC8,4.121710091,5.49741516,6.038389862,6.792851474,5.856602406,5.530359616,5.846999933,5.319235063,4.707278148,4.73072081,5.068427843,5.560908103,5.076521198,5.556086777,6.613209986,4.643634362
H2BC9,5.865150382,7.312676264,7.498436307,7.097958169,7.138050002,6.740011916,7.134285891,7.158524337,6.703788713,6.158308076,6.312960925,7.110130588,6.717488958,6.717132101,6.668691071,5.909913713
H2BW2,1.386587711,1.906615782,1.661451036,1.465262599,1.681451713,1.649760072,1.68693489,1.729990192,1.848347442,1.789114974,1.698987824,1.677418491,1.449501648,1.456266058,1.661451036,1.657708939
H3-3A,8.030614832,8.530452442,8.626115387,8.970890846,8.719488357,8.287727454,8.257157903,9.078831484,7.973377567,7.912807469,8.128246092,6.853525025,6.796726037,7.145945027,6.800329869,6.751043516
H3-3B,10.68666821,10.26778337,10.94926984,10.78176329,10.73487958,10.85102004,10.82669354,10.85016174,10.83390261,10.61785144,10.53935928,10.78019594,10.89989467,10.82970146,10.54296538,10.66901631
H3-4,2.961575894,3.609801733,3.333090279,3.855331901,3.096294149,3.196925025,2.935547889,3.299607563,3.078596241,3.018217583,2.899460253,3.266469654,3.119464661,2.950566953,2.53989315,3.046075293
H3C1,2.519121838,2.929907659,2.6535053,3.256112521,2.438916909,2.700178152,2.573065278,2.753793448,2.572161833,2.461701847,2.409332073,2.61038192,2.573065278,2.877320509,2.377238259,2.513505579
H3C10,6.174464311,8.063485988,8.982543566,8.81383372,8.976385029,7.496245218,8.667900478,9.018078767,8.315495459,7.330847418,7.896583254,7.793731928,7.727827389,8.555015936,8.00172154,7.251236271
H3C11,1.496801193,1.786470802,1.907078242,1.41099056,1.499098728,1.509160441,1.554698638,2.057452085,1.719817166,1.67196536,1.445020308,1.304747547,1.230285588,1.357939315,1.540745202,1.193485644
H3C12,1.77452079,2.54439382,1.854208176,2.207456036,1.887689352,1.948251303,2.376467259,2.203698315,1.998147846,1.848363212,1.964843403,1.640762451,1.745651956,1.931659202,1.997529402,1.605706914
H3C2,1.917860682,2.907785936,3.071661945,2.351184599,2.053223998,2.082736705,1.799308433,1.799942579,2.104686615,1.998147846,2.01743805,2.067644397,1.888954895,1.927753992,1.92816048,1.882852713
H3C3,2.872536331,3.096279509,3.064918461,3.152806302,3.072712516,3.132394361,2.926792064,3.295930566,2.878400033,2.842760637,2.760112191,2.991766918,3.087421586,2.938014946,2.858309404,3.001590712
H3C6,4.130475796,4.037259078,4.334427415,4.309541653,4.42662586,4.038088992,3.950424057,3.957239415,4.061635364,4.395674839,3.689563915,4.151347865,3.903675279,3.749249696,3.28683997,3.95500423
H3C7,1.5569591,2.258787653,2.466186966,2.04809967,2.442487154,1.807631808,2.081534988,2.055410218,2.039563927,1.679747451,1.904293159,2.118851631,2.120294886,1.877329505,1.811750668,1.923320359
H3C8,5.241071761,5.503081978,6.561079016,6.010921341,5.612465287,6.135922846,5.791975378,5.577015588,5.361875953,5.044842344,5.350455686,5.830348946,6.082247459,5.736182274,5.508207101,5.056684223
H4C1,2.769835477,2.801497639,3.06205707,3.288014603,2.774485367,3.263468195,2.645864599,2.323728166,2.495939018,2.40347488,2.625621431,2.552276429,2.902548409,2.441046793,2.426182755,2.305069784
H4C13,2.869951845,3.184953758,2.742256636,2.48061568,2.83007202,2.687735074,2.732423091,2.471136318,2.798986374,2.638203338,2.756172543,2.472021596,2.700841079,2.747461422,2.665156464,2.610370322
H4C2,2.804209021,3.076316881,3.477037452,4.328437334,4.199615507,4.011550391,2.888230336,2.313386989,3.341832937,2.70331004,3.05874627,3.492301777,3.076316881,3.160732674,2.610448297,2.888266866
H4C3,9.645106916,9.782342413,9.822505045,9.574731162,8.906310909,9.890541467,9.87174801,9.632406367,9.551021015,9.895051499,10.03992842,9.568291761,9.739590831,9.840389608,10.0859281,10.16813343
H4C4,3.239169139,3.869578014,3.993676407,3.799166123,3.843600141,3.510217506,4.410429369,3.696032088,3.928391025,3.53140261,3.507784217,3.985010402,3.769750331,3.15890941,3.300693053,3.330960989
H4C5,4.100451117,4.863508992,4.601273192,4.847162244,4.665171288,4.646671149,4.450191845,4.584140716,4.826056002,4.518776946,4.365137458,4.57959222,4.858484913,4.671001943,4.650266373,3.73250542
H4C6,2.074803979,2.975120273,2.749190041,2.950036567,2.714987755,3.303208345,2.487044225,2.50149033,2.584921083,2.756915339,2.753832009,2.586963315,2.941948688,2.175336164,2.840322813,2.083162066
H4C7,1.334116401,1.473282873,1.685142367,1.252751431,1.62718579,1.499310957,1.519781793,1.385938393,1.671038604,1.2049078,1.750770868,1.59043146,1.262938538,1.414953295,1.459014222,1.634825485
H4C8,4.510087561,6.200356767,7.045577844,5.115979349,4.659566896,5.051192026,5.643379095,4.99935939,5.049803894,3.542472177,4.486759582,5.28838794,4.800183599,4.980809746,6.216656255,4.142149436
H4C9,4.374456059,4.757494015,5.026492094,4.608404797,4.752655411,4.23479735,4.697536343,4.631961799,4.761042901,4.61570106,4.326431051,4.645140905,4.45788562,4.383771908,4.60281493,4.640954838
H6PD,3.699342429,4.168392315,3.815538938,4.155229349,3.73209108,3.820050222,3.763254428,3.950835477,3.954058873,3.911662352,3.803273103,3.713652076,3.368927983,3.749650628,3.944664292,3.617348486
HAAO,4.075859179,3.809311616,3.47158323,3.820799846,3.847071911,3.718922311,3.757752397,3.784658627,4.070842749,3.819491701,4.078507262,3.809311616,3.862491477,3.712852943,3.777950011,3.936950363
HABP2,3.5764825,4.2133783,4.08165276,4.318626669,3.571748356,3.864329725,4.265829346,3.867716577,3.529264212,3.717174749,3.365951174,2.920530285,3.867693096,3.70796709,3.965743124,3.290942138
HABP4,4.138486428,3.870164075,4.234902251,4.079075225,4.133634224,3.999895228,4.005318883,4.083426518,4.130377034,3.934001851,4.254820347,4.2316149,4.043239795,4.144663272,4.362643585,4.253695435
HACD1,3.102526842,3.478338505,3.401043438,3.030549886,3.089630308,3.356105361,3.029186596,2.662395935,3.313197027,2.664482631,3.046832518,2.834592724,3.191403168,2.944321482,2.98755264,2.775473706
